,House Age,Distance from nearest Metro station (km),Number of convenience stores,latitude,longitude,Number of bedrooms,House size (sqft),prices,location
349,4.1,0.8327956954018346,3,24.96299,121.51284,2,901,28201.3,0
350,12.2,0.21045979242953836,1,24.95204,121.54842,3,1343,40424.3,3
351,3.8,-0.561317930685258,5,24.98085,121.54391,1,493,29925.100000000002,1
352,10.3,-0.6976175544892188,1,24.97417,121.52999,1,424,19207.199999999997,1
353,0.0,-0.5968084617400607,9,24.96853,121.54413,3,1319,59223.1,3
354,1.1,-0.711738666387686,6,24.96571,121.54089,2,1021,46047.1,3
355,5.6,1.0396122600804547,0,24.95505,121.55964,2,876,21637.2,3
356,32.9,-0.7957581912496454,10,24.983,121.54022,3,1071,50444.1,1
357,41.4,-0.6424718725423967,8,24.97345,121.54093,1,533,33738.9,1
358,17.1,-0.10001288631579058,4,24.98872,121.53408,1,550,22000.0,1
359,32.3,-0.7778579577684263,10,24.98182,121.54086,2,1135,54480.0,1
360,35.3,-0.37927663342820406,7,24.97913,121.53666,3,1369,45313.9,1
361,17.3,0.9229605933288985,4,24.96182,121.51222,1,565,16667.5,0
362,14.2,0.5594044930107946,1,24.95153,121.55254,1,589,14607.2,3
363,15.0,0.5805709826474392,2,24.96464,121.51531,3,840,17556.0,0
364,18.2,-0.5874140977346068,1,24.97544,121.53119,3,1246,53702.6,1
365,20.2,0.8626398528906342,3,24.96322,121.51237,3,1350,30780.0,0
366,15.9,-0.6360529122230081,5,24.98203,121.54348,2,1060,44626.0,1
367,4.1,-0.6174188912904154,5,24.95591,121.53956,2,864,44668.8,3
368,33.9,-0.7401814481088337,7,24.96628,121.54196,1,570,23655.0,3
369,0.0,-0.6481562706892222,1,24.9748,121.53059,2,1172,61178.4,1
370,5.4,-0.5560166242612304,5,24.97937,121.54245,3,1057,52321.5,1
371,21.7,0.050652993305827815,0,24.96165,121.55011,3,1276,30368.8,3
372,14.7,0.492722342970062,2,24.96447,121.51649,3,984,30012.0,0
373,3.9,-0.8255147340961881,8,24.95836,121.53756,3,1325,75260.0,3
374,37.3,-0.40002943776039096,8,24.97077,121.54634,2,1040,38896.0,3
375,14.1,-0.6360529122230081,5,24.98203,121.54348,2,1149,61241.7,1
376,8.0,-0.7599908317600729,9,24.98298,121.53981,3,1451,68632.3,1
377,16.3,1.9254592986845456,0,24.93207,121.51597,1,411,12042.300000000001,2
378,29.1,-0.46467383391367706,4,24.97845,121.53889,2,1130,45539.0,1
379,16.1,2.3499930713881807,0,24.94297,121.50342,2,1500,19350.0,2
380,18.3,-0.7992490137808349,10,24.983,121.54026,3,839,39097.4,1
381,0.0,-0.7181853743741612,0,24.9711,121.5317,1,565,31244.5,1
382,16.2,0.798153800262062,3,24.96042,121.51462,2,1405,35968.0,0
383,10.4,0.9154552841744522,4,24.95957,121.51353,1,505,13786.5,0
384,40.9,-0.7680423984061692,8,24.96756,121.5423,1,579,39198.3,3
385,32.8,-0.5660865767650403,9,24.97151,121.5435,2,1438,55506.8,1
386,6.2,0.6686599439998693,1,24.95155,121.55387,3,1494,46762.200000000004,3
387,42.7,-0.5139337692576342,6,24.97927,121.53874,3,1234,43560.2,1
388,16.9,-0.10001288631579058,4,24.98872,121.53408,1,413,16643.899999999998,1
389,32.6,2.405080491139439,1,24.95544,121.4963,1,421,10398.699999999999,2
390,21.2,-0.45958731498672784,4,24.974,121.53842,3,1088,46240.0,1
391,37.1,-0.1385626174301969,1,24.97198,121.55063,2,907,28933.3,3
392,13.1,0.05606813631277511,4,24.99156,121.53406,3,1230,39606.0,1
393,14.7,0.492722342970062,2,24.96447,121.51649,1,425,9775.0,0
394,12.7,-0.7302810646816648,1,24.97371,121.52984,1,489,18239.699999999997,1
395,26.8,-0.4831377323973507,5,24.97433,121.53863,3,964,34222.0,1
396,7.6,0.8546570625133854,3,24.96305,121.51254,2,1247,34541.9,0
397,12.7,-0.7165626496952764,1,24.97388,121.52981,1,537,15304.5,1
398,30.9,-0.7367530696865665,9,24.98353,121.53966,1,549,21795.300000000003,1
399,16.4,-0.6360529122230081,5,24.98203,121.54348,2,1420,58504.00000000001,1
400,23.0,-0.7612180533664941,6,24.95663,121.53765,3,808,30057.600000000002,3
401,1.9,-0.5705859677049441,7,24.97293,121.54026,2,1268,51354.0,1
402,5.2,1.0396122600804547,0,24.95505,121.55964,1,587,13090.1,3
403,18.5,0.8552215022370292,3,24.9633,121.51243,1,477,13403.7,0
404,13.7,2.362189396397113,0,24.94155,121.50381,3,803,12366.2,2
405,5.6,-0.7932649803560643,9,24.97433,121.5431,2,1278,63900.0,1
406,18.8,-0.5556994628927068,7,24.97923,121.53986,1,503,20421.8,1
407,8.1,-0.7819176549068025,5,24.96674,121.54067,1,597,31342.5,3
408,6.5,-0.7932649803560643,9,24.97433,121.5431,2,1097,70098.3,1
